Year,Department,JobTitle,AveAnnualRate,NumEmployees
2014,Parks & Recreation,Naturalist                    ,38570.13333,3
2014,Parks & Recreation,Park Aide                     ,17420,64
2014,Parks & Recreation,Park Worker I                 ,26219.55556,9
2014,Parks & Recreation,Park Worker II                ,31860.91268,71
2014,Parks & Recreation,Park Worker II-CDL            ,31432.26667,12
2014,Parks & Recreation,Park Worker III-CDL           ,36940.8,3
2014,Parks & Recreation,Parks Administrator           ,56464.2,4
2014,Parks & Recreation,Parks Construction Supervisor ,45448,1
2014,Parks & Recreation,Parks Coordinator             ,42848,1
2014,Parks & Recreation,Parks Manager                 ,53324.26667,3
2014,Parks & Recreation,Parks Manager/Architect       ,54870.4,1
2014,Parks & Recreation,Parks Planning Supervisor     ,71364.8,1
2014,Parks & Recreation,Parks Supvsr I                ,34242,8
2014,Parks & Recreation,Parks Supvsr I - CDL          ,34992.53333,3
2014,Parks & Recreation,Parks Supvsr II               ,40917.06667,12
2014,Parks & Recreation,Payroll Specialist            ,27684.8,1
2014,Parks & Recreation,Performance Analyst           ,43201.6,1
2014,Parks & Recreation,Personnel Supvsr              ,69056,1
2014,Parks & Recreation,Plumber P/U                   ,37107.2,2
2014,Parks & Recreation,Pool Technician               ,38344.8,2
2014,Parks & Recreation,Public Education Coordinator  ,37668.8,1
2014,Parks & Recreation,Public Education Supvsr       ,45864,1
2014,Parks & Recreation,Public Information Supvsr     ,50939.2,1
2014,Parks & Recreation,Recreation Administrator      ,65894.4,2
2014,Parks & Recreation,Recreation Aide               ,18542.14286,182
2014,Parks & Recreation,Recreation Assistant P/U      ,32076.88421,19
2014,Parks & Recreation,Recreation Coordinator        ,34132.8,1
2014,Parks & Recreation,Recreation Instructor         ,16860.27778,36
2014,Parks & Recreation,Recreation Leader P/U         ,36716.62222,9
2014,Parks & Recreation,Recreation Manager            ,37826.88,5
2014,Parks & Recreation,Recreation Supvsr             ,35829.15556,18
2014,Parks & Recreation,Recreation Worker  P/U        ,25022.4,1
2014,Parks & Recreation,Recreation Worker P/T-P/U     ,10420.8,3
2014,Parks & Recreation,Secretary                     ,26785.2,4
2014,Parks & Recreation,Security Supvsr               ,36920,1
2014,Parks & Recreation,Senior Golf Operations Supv   ,43043.52,5
2014,Parks & Recreation,Staff Assistant               ,9640.936842,38
2014,Parks & Recreation,Staff Helper/External         ,18844.8,10
2014,Parks & Recreation,Systems Analyst               ,41974.4,1
2014,Parks & Recreation,Turf Manager I                ,46779.2,1
2014,Parks & Recreation,Volunteer Coordinator         ,32136,1
2014,Parks & Recreation,Welder P/U                    ,37107.2,1
2015,Parks & Recreation,Administrative Asst           ,24611.6,3
2015,Parks & Recreation,Administrative Clerk          ,27123.2,2
2015,Parks & Recreation,Administrative Coordinator    ,36920,1
2015,Parks & Recreation,Administrative Supvsr I       ,37627.2,1
2015,Parks & Recreation,Aquatics Manager              ,50564.8,1
2015,Parks & Recreation,Aquatics Supvsr               ,31220.8,1
2015,Parks & Recreation,Arborist                      ,46779.2,1
2015,Parks & Recreation,Assistant Director            ,83355.13333,3
2015,Parks & Recreation,Business Clerk                ,23795.2,1
2015,Parks & Recreation,Carpenter P/U                 ,36966.8,4
2015,Parks & Recreation,Cashier                       ,27206.4,1
2015,Parks & Recreation,Clerk                         ,26020.8,1
2015,Parks & Recreation,Community Outreach Supvsr     ,55889.6,1
2015,Parks & Recreation,Director                      ,123110,2
2015,Parks & Recreation,Electrician II P/U            ,45988.8,2
2015,Parks & Recreation,Engineer II                   ,46820.8,1
2015,Parks & Recreation,Events Coordinator            ,44304,8
2015,Parks & Recreation,Events Supvsr                 ,58801.6,1
2015,Parks & Recreation,Executive Administrator       ,75877.1,2
2015,Parks & Recreation,Forester I                    ,34621.6,4
2015,Parks & Recreation,Forestry Manager              ,44158.4,1
2015,Parks & Recreation,Forestry Supvsr I             ,38653.33333,3
2015,Parks & Recreation,Forestry Supvsr II            ,40352,1
2015,Parks & Recreation,Golf  Maint Worker II         ,33668.26667,9
2015,Parks & Recreation,Golf Maintenance Worker III   ,37793.6,1
2015,Parks & Recreation,Golf Operations Supvsr I      ,34896.45714,7
2015,Parks & Recreation,Golf Operations Supvsr II     ,41502.93333,3
2015,Parks & Recreation,Graphic Specialist            ,39644.8,1
2015,Parks & Recreation,Health and Safety Specialist  ,37668.8,1
2015,Parks & Recreation,Historic Riverside Assistant  ,33259.2,1
2015,Parks & Recreation,Historic Riverside Site Supv  ,37606.4,1
2015,Parks & Recreation,Historic Site Supvsr          ,49795.2,1
2015,Parks & Recreation,Horticultural Park Wrkr I     ,32834.28571,7
2015,Parks & Recreation,Info Systems Supvsr           ,51209.6,1
2015,Parks & Recreation,Info Systems Technician       ,30014.4,1
2015,Parks & Recreation,Inventory Supvsr              ,34632,1
2015,Parks & Recreation,Landscape Architect           ,69378.4,2
2015,Parks & Recreation,Landscaping Supvsr I          ,38417.6,1
2015,Parks & Recreation,Landscaping Supvsr II         ,45260.8,1
2015,Parks & Recreation,Lifeguard                     ,25771.2,3
2015,Parks & Recreation,"Lifeguard, Senior             ",27684.8,1
2015,Parks & Recreation,Maintenance Trades Asst       ,32645.6,4
2015,Parks & Recreation,Marketing Coordinator         ,38043.2,2
2015,Parks & Recreation,Marketing Manager             ,64750.4,1
2015,Parks & Recreation,Mechanic II P/U               ,38355.2,4
2015,Parks & Recreation,Naturalist                    ,39339.73333,3
2015,Parks & Recreation,Park Aide                     ,17019.82609,46
2015,Parks & Recreation,Park Worker I                 ,26739.55556,9
2015,Parks & Recreation,Park Worker II                ,32124.84638,69
2015,Parks & Recreation,Park Worker II-CDL            ,31713.06667,9
2015,Parks & Recreation,Park Worker III-CDL           ,37377.6,2
2015,Parks & Recreation,Parks Administrator           ,57282.68,5
2015,Parks & Recreation,Parks Construction Supervisor ,46363.2,1
2015,Parks & Recreation,Parks Manager                 ,54392,3
2015,Parks & Recreation,Parks Manager/Architect       ,60444.8,1
2015,Parks & Recreation,Parks Planning Coordinator    ,43700.8,1
2015,Parks & Recreation,Parks Planning Supervisor     ,72800,1
2015,Parks & Recreation,Parks Supvsr I                ,35311.46667,6
2015,Parks & Recreation,Parks Supvsr I - CDL          ,35699.73333,3
2015,Parks & Recreation,Parks Supvsr II               ,41610.4,12
2015,Parks & Recreation,Performance Analyst           ,44075.2,1
2015,Parks & Recreation,Personnel Specialist          ,33280,1
2015,Parks & Recreation,Personnel Supvsr              ,70428.8,1
2015,Parks & Recreation,Plumber P/U                   ,37856,2
2015,Parks & Recreation,Pool Technician               ,39988,2
2015,Parks & Recreation,Public Education Coordinator  ,36920,1
2015,Parks & Recreation,Public Education Supvsr       ,46779.2,1
2015,Parks & Recreation,Public Information Supvsr     ,51448.8,2
2015,Parks & Recreation,Recreation Administrator      ,67204.8,2
2015,Parks & Recreation,Recreation Aide               ,18419.61538,169
2015,Parks & Recreation,Recreation Assistant P/U      ,32761.09474,19
2015,Parks & Recreation,Recreation Coordinator        ,29702.4,3
2015,Parks & Recreation,Recreation Instructor         ,16494.4,25
2015,Parks & Recreation,Recreation Leader P/U         ,37442.31111,9
2015,Parks & Recreation,Recreation Manager            ,37926.72,5
2015,Parks & Recreation,Recreation Supvsr             ,36173.64706,17
2015,Parks & Recreation,Recreation Worker  P/U        ,26728,1
2015,Parks & Recreation,Recreation Worker P/T-P/U     ,10628.8,4
2015,Parks & Recreation,Secretary                     ,28073.06667,3
2015,Parks & Recreation,Security Supvsr               ,37668.8,1
2015,Parks & Recreation,Senior Golf Operations Supv   ,43215.46667,6
2015,Parks & Recreation,Staff Assistant               ,10237.46286,49
2015,Parks & Recreation,Staff Helper/External         ,16450.2,8
2015,Parks & Recreation,Turf Manager I                ,45864,1
2015,Parks & Recreation,Volunteer Coordinator         ,32780.8,1
2015,Parks & Recreation,Welder P/U                    ,34944,2
2016,Parks & Recreation,Administrative Asst           ,26023.4,5
2016,Parks & Recreation,Administrative Clerk          ,27352,2
2016,Parks & Recreation,Administrative Coordinator    ,37668.8,1
2016,Parks & Recreation,Administrative Supvsr I       ,38376,1
2016,Parks & Recreation,AmeriCorps Member             ,87724,6
2016,Parks & Recreation,Aquatics Manager              ,51584,1
2016,Parks & Recreation,Arborist                      ,47715.2,1
2016,Parks & Recreation,Assistant Director            ,90610,3
2016,Parks & Recreation,Business Clerk                ,24273.6,1
2016,Parks & Recreation,Carpenter P/U                 ,38136.8,4
2016,Parks & Recreation,Cashier                       ,27747.2,1
2016,Parks & Recreation,Clerk                         ,26540.8,1
2016,Parks & Recreation,Community Outreach Supvsr     ,57012.8,1
2016,Parks & Recreation,Construction Coordinator      ,58801.6,2
2016,Parks & Recreation,Director                      ,127501.4,1
2016,Parks & Recreation,Electrician II P/U            ,44366.4,3
2016,Parks & Recreation,Engineer II                   ,45864,1
2016,Parks & Recreation,Events Coordinator            ,43540.64,10
2016,Parks & Recreation,Executive Administrator       ,77395.5,2
2016,Parks & Recreation,Forester I                    ,34607.04,5
2016,Parks & Recreation,Forestry Manager              ,45032,1
2016,Parks & Recreation,Forestry Supvsr I             ,39447.2,4
2016,Parks & Recreation,Forestry Supvsr II            ,41163.2,1
2016,Parks & Recreation,Golf  Maint Worker II         ,33901.92,10
2016,Parks & Recreation,Golf Maintenance Worker III   ,38542.4,1
2016,Parks & Recreation,Golf Operations Supvsr I      ,35594.74286,7
2016,Parks & Recreation,Golf Operations Supvsr II     ,42328,3
2016,Parks & Recreation,Graphic Specialist            ,40435.2,1
2016,Parks & Recreation,Guest Services Supervisor II  ,40622.4,1
2016,Parks & Recreation,Health and Safety Coordinator ,41974.4,1
2016,Parks & Recreation,Historic Riverside Assistant  ,33924.8,1
2016,Parks & Recreation,Historic Riverside Site Supv  ,38355.2,1
2016,Parks & Recreation,Historic Site Supvsr          ,50793.6,1
2016,Parks & Recreation,Horticultural Park Wrkr I     ,32798.62857,7
2016,Parks & Recreation,Info Systems Supvsr           ,52228.8,1
2016,Parks & Recreation,Info Systems Technician       ,30617.6,1
2016,Parks & Recreation,Inventory Supvsr              ,35318.4,1
2016,Parks & Recreation,Landscape Architect           ,72488,2
2016,Parks & Recreation,Landscaping Supvsr I          ,39187.2,1
2016,Parks & Recreation,Landscaping Supvsr II         ,46176,1
2016,Parks & Recreation,Lifeguard                     ,25859.6,4
2016,Parks & Recreation,"Lifeguard, Senior             ",28371.2,2
2016,Parks & Recreation,Maintenance Trades Asst       ,33002.66667,3
2016,Parks & Recreation,Marketing Coordinator         ,37668.8,1
2016,Parks & Recreation,Marketing Manager             ,66040,1
2016,Parks & Recreation,Mechanic II P/U               ,39556.4,4
2016,Parks & Recreation,Naturalist                    ,38194,4
2016,Parks & Recreation,Park Aide                     ,18187,40
2016,Parks & Recreation,Park Worker I                 ,27008.8,8
2016,Parks & Recreation,Park Worker II                ,32272.02105,76
2016,Parks & Recreation,Park Worker II-CDL            ,31766.22222,9
2016,Parks & Recreation,Park Worker III-CDL           ,38989.6,2
2016,Parks & Recreation,Parks Administrator           ,60772.92,5
2016,Parks & Recreation,Parks Construction Supervisor ,47299.2,1
2016,Parks & Recreation,Parks Manager                 ,46779.2,2
2016,Parks & Recreation,Parks Manager/Architect       ,61651.2,1
2016,Parks & Recreation,Parks Planning Coordinator    ,44574.4,1
2016,Parks & Recreation,Parks Planning Supervisor     ,74256,1
2016,Parks & Recreation,Parks Supvsr I                ,36280.4,4
2016,Parks & Recreation,Parks Supvsr I - CDL          ,35139.52,5
2016,Parks & Recreation,Parks Supvsr II               ,42135.6,12
2016,Parks & Recreation,Performance Analyst           ,45104.8,2
2016,Parks & Recreation,Personnel Specialist          ,33945.6,1
2016,Parks & Recreation,Personnel Supvsr              ,75420.8,1
2016,Parks & Recreation,Plumber P/U                   ,38604.8,2
2016,Parks & Recreation,Pool Technician               ,41548,2
2016,Parks & Recreation,Public Education Coordinator  ,37668.8,1
2016,Parks & Recreation,Public Education Supvsr       ,47715.2,1
2016,Parks & Recreation,Public Information Supvsr     ,52998.4,1
2016,Parks & Recreation,Recreation Administrator      ,68556.8,2
2016,Parks & Recreation,Recreation Aide               ,20042.15909,176
2016,Parks & Recreation,Recreation Assistant P/U      ,32715.8,16
2016,Parks & Recreation,Recreation Coordinator        ,27684.8,1
2016,Parks & Recreation,Recreation Instructor         ,17992.8125,32
2016,Parks & Recreation,Recreation Leader P/U         ,38001.6,9
2016,Parks & Recreation,Recreation Manager            ,41121.6,4
2016,Parks & Recreation,Recreation Supvsr             ,39251.68,20
2016,Parks & Recreation,Recreation Worker  P/U        ,27268.8,1
2016,Parks & Recreation,Recreation Worker P/T-P/U     ,10795.2,5
2016,Parks & Recreation,Secretary                     ,28932.8,2
2016,Parks & Recreation,Security Supvsr               ,38417.6,1
2016,Parks & Recreation,Senior Golf Operations Supv   ,43313.92,5
2016,Parks & Recreation,Staff Assistant               ,10659.17478,46
2016,Parks & Recreation,Staff Helper/External         ,18403.37778,9
2016,Parks & Recreation,Turf Manager I                ,46779.2,1
2016,Parks & Recreation,Welder P/U                    ,34985.6,1
2017,Parks & Recreation,Administrative Asst           ,25608.05,4
2017,Parks & Recreation,Administrative Clerk          ,23795.2,1
2017,Parks & Recreation,Administrative Coordinator    ,37668.8,1
2017,Parks & Recreation,Administrative Supvsr I       ,38376,1
2017,Parks & Recreation,AmeriCorps Member             ,87724,6
2017,Parks & Recreation,Aquatics Manager              ,51584,1
2017,Parks & Recreation,Arborist                      ,47715.2,1
2017,Parks & Recreation,Assistant Director            ,90610,3
2017,Parks & Recreation,Business Clerk                ,24273.6,1
2017,Parks & Recreation,Carpenter P/U                 ,38136.8,4
2017,Parks & Recreation,Cashier                       ,27747.2,1
2017,Parks & Recreation,Clerk                         ,26540.8,1
2017,Parks & Recreation,Community Outreach Supvsr     ,57012.8,1
2017,Parks & Recreation,Construction Coordinator      ,60008,1
2017,Parks & Recreation,Director                      ,127501.4,1
2017,Parks & Recreation,Electrician II P/U            ,46904,1
2017,Parks & Recreation,Engineer II                   ,45864,1
2017,Parks & Recreation,Events Coordinator            ,44818.8,8
2017,Parks & Recreation,Executive Administrator       ,77395.5,2
2017,Parks & Recreation,Forester I                    ,35438,4
2017,Parks & Recreation,Forestry Manager              ,45032,1
2017,Parks & Recreation,Forestry Supvsr I             ,39783.46667,3
2017,Parks & Recreation,Forestry Supvsr II            ,41163.2,1
2017,Parks & Recreation,Golf  Maint Worker II         ,33901.92,10
2017,Parks & Recreation,Golf Maintenance Worker III   ,38542.4,1
2017,Parks & Recreation,Golf Operations Supvsr I      ,35346.13333,6
2017,Parks & Recreation,Golf Operations Supvsr II     ,42328,3
2017,Parks & Recreation,Graphic Specialist            ,40435.2,1
2017,Parks & Recreation,Guest Services Supervisor II  ,40622.4,1
2017,Parks & Recreation,Health and Safety Coordinator ,41974.4,1
2017,Parks & Recreation,Historic Riverside Assistant  ,33924.8,1
2017,Parks & Recreation,Historic Riverside Site Supv  ,38355.2,1
2017,Parks & Recreation,Historic Site Supvsr          ,50793.6,1
2017,Parks & Recreation,Horticultural Park Wrkr I     ,32922.93333,6
2017,Parks & Recreation,Info Systems Supvsr           ,52228.8,1
2017,Parks & Recreation,Info Systems Technician       ,30617.6,1
2017,Parks & Recreation,Inventory Supvsr              ,35318.4,1
2017,Parks & Recreation,Landscape Architect           ,72488,2
2017,Parks & Recreation,Landscaping Supvsr I          ,39187.2,1
2017,Parks & Recreation,Landscaping Supvsr II         ,46176,1
2017,Parks & Recreation,Lifeguard                     ,25785.06667,3
2017,Parks & Recreation,"Lifeguard, Senior             ",28496,1
2017,Parks & Recreation,Maintenance Trades Asst       ,32725.33333,3
2017,Parks & Recreation,Marketing Coordinator         ,37668.8,1
2017,Parks & Recreation,Marketing Manager             ,66040,1
2017,Parks & Recreation,Mechanic II P/U               ,39556.4,4
2017,Parks & Recreation,Naturalist                    ,36351.46667,3
2017,Parks & Recreation,Park Aide                     ,21580,4
2017,Parks & Recreation,Park Worker I                 ,27008.8,8
2017,Parks & Recreation,Park Worker II                ,32369.23279,61
2017,Parks & Recreation,Park Worker II-CDL            ,32068.97778,9
2017,Parks & Recreation,Park Worker III-CDL           ,35796.8,1
2017,Parks & Recreation,Parks Administrator           ,60772.92,5
2017,Parks & Recreation,Parks Construction Supervisor ,47299.2,1
2017,Parks & Recreation,Parks Manager                 ,46779.2,2
2017,Parks & Recreation,Parks Manager/Architect       ,61651.2,1
2017,Parks & Recreation,Parks Planning Coordinator    ,44574.4,1
2017,Parks & Recreation,Parks Planning Supervisor     ,74256,1
2017,Parks & Recreation,Parks Supvsr I                ,36441.6,5
2017,Parks & Recreation,Parks Supvsr I - CDL          ,33956,2
2017,Parks & Recreation,Parks Supvsr II               ,42258.66667,9
2017,Parks & Recreation,Performance Analyst           ,45260.8,1
2017,Parks & Recreation,Personnel Specialist          ,33945.6,1
2017,Parks & Recreation,Personnel Supvsr              ,75420.8,1
2017,Parks & Recreation,Plumber P/U                   ,38604.8,2
2017,Parks & Recreation,Pool Technician               ,41548,2
2017,Parks & Recreation,Public Education Coordinator  ,37668.8,1
2017,Parks & Recreation,Public Education Supvsr       ,47715.2,1
2017,Parks & Recreation,Public Information Supvsr     ,52998.4,1
2017,Parks & Recreation,Recreation Administrator      ,68556.8,2
2017,Parks & Recreation,Recreation Aide               ,22273.33333,36
2017,Parks & Recreation,Recreation Assistant P/U      ,32715.8,16
2017,Parks & Recreation,Recreation Coordinator        ,27684.8,1
2017,Parks & Recreation,Recreation Instructor         ,18720,2
2017,Parks & Recreation,Recreation Leader P/U         ,38001.6,9
2017,Parks & Recreation,Recreation Manager            ,41121.6,3
2017,Parks & Recreation,Recreation Supvsr             ,39142.31579,19
2017,Parks & Recreation,Recreation Worker  P/U        ,27268.8,1
2017,Parks & Recreation,Recreation Worker P/T-P/U     ,10836.8,4
2017,Parks & Recreation,Secretary                     ,33300.8,1
2017,Parks & Recreation,Security Supvsr               ,38417.6,1
2017,Parks & Recreation,Senior Golf Operations Supv   ,43313.92,5
2017,Parks & Recreation,Staff Assistant               ,10756.16941,34
2017,Parks & Recreation,Staff Helper/External         ,15735.2,2
2017,Parks & Recreation,Turf Manager I                ,46779.2,1
2017,Parks & Recreation,Welder P/U                    ,34985.6,1
2008,Planning and Design Services,"Architect, Registered         ",52769.6,1
2008,Planning and Design Services,Architectural Projects Coord  ,57969.6,1
2008,Planning and Design Services,Assistant Director            ,71390.8,1
2008,Planning and Design Services,Associate Planner U315        ,40218.75,4
2008,Planning and Design Services,Board Member                  ,2773.333333,15
2008,Planning and Design Services,Business Manager I            ,45115.2,1
2008,Planning and Design Services,Business Specialist           ,40289.6,1
2008,Planning and Design Services,Director                      ,94567.2,1
2008,Planning and Design Services,Executive Assistant           ,52312,1
2008,Planning and Design Services,Historic Preservation Officer ,63648,1
2008,Planning and Design Services,Historic Preservation Spec    ,40144,2
2008,Planning and Design Services,Landscape Architect           ,43222.4,1
2008,Planning and Design Services,Management Assistant U315     ,28697.5,6
2008,Planning and Design Services,Planner I                     ,34798.4,2
2008,Planning and Design Services,Planner II                    ,40976,7
2008,Planning and Design Services,Planning & Design Coord       ,59931.73333,3
2008,Planning and Design Services,Planning & Design Supvsr      ,52178.88,5
2008,Planning and Design Services,Planning and Design Manager   ,64251.2,1
2008,Planning and Design Services,Planning Technician U315      ,28723.5,3
2008,Planning and Design Services,Public Information Specialist ,42806.4,1
2008,Planning and Design Services,Secretary - A/U U315          ,31599.75,2
2009,Planning and Design Services,"Architect, Registered         ",52769.6,1
2009,Planning and Design Services,Architectural Projects Coord  ,57969.6,1
2009,Planning and Design Services,Assistant Director            ,71390.8,1
2009,Planning and Design Services,Associate Planner U315        ,43191.2,4
2009,Planning and Design Services,Board Member                  ,2600,16
2009,Planning and Design Services,Business Manager I            ,45115.2,1
2009,Planning and Design Services,Business Specialist           ,40289.6,1
2009,Planning and Design Services,Director                      ,91221,1
2009,Planning and Design Services,Executive Assistant           ,52312,1
2009,Planning and Design Services,Historic Preservation Officer ,63648,1
2009,Planning and Design Services,Historic Preservation Spec    ,40144,2
2009,Planning and Design Services,Landscape Architect           ,43222.4,1
2009,Planning and Design Services,Management Assistant U315     ,30943.46667,6
2009,Planning and Design Services,Planner I                     ,34798.4,3
2009,Planning and Design Services,Planner II                    ,40700.4,8
2009,Planning and Design Services,Planning & Design Coord       ,59931.73333,3
2009,Planning and Design Services,Planning & Design Supvsr      ,53034.8,4
2009,Planning and Design Services,Planning and Design Manager   ,64251.2,1
2009,Planning and Design Services,Planning Technician U315      ,30130.88,5
2009,Planning and Design Services,Public Information Specialist ,42806.4,1
2009,Planning and Design Services,Secretary - A/U U315          ,31599.75,2
2010,Planning and Design Services,"Architect, Registered         ",53830.4,1
2010,Planning and Design Services,Architectural Projects Coord  ,59134.4,1
2010,Planning and Design Services,Assistant Director            ,74279.4,1
2010,Planning and Design Services,Associate Planner U315        ,42369.6,5
2010,Planning and Design Services,Board Member                  ,2600,16
2010,Planning and Design Services,Business Manager I            ,46009.6,1
2010,Planning and Design Services,Director                      ,91221,1
2010,Planning and Design Services,Executive Assistant           ,53352,1
2010,Planning and Design Services,Historic Preservation Officer ,64916.8,1
2010,Planning and Design Services,Historic Preservation Spec    ,40955.2,2
2010,Planning and Design Services,Landscape Architect           ,44096,1
2010,Planning and Design Services,Management Assistant U315     ,31453.06667,6
2010,Planning and Design Services,Planner I                     ,35484.8,2
2010,Planning and Design Services,Planner II                    ,41790.17143,7
2010,Planning and Design Services,Planning & Design Coord       ,57366.4,2
2010,Planning and Design Services,Planning & Design Supvsr      ,53277.12,5
2010,Planning and Design Services,Planning and Design Manager   ,65540.8,1
2010,Planning and Design Services,Planning Technician U315      ,31206.93333,3
2010,Planning and Design Services,Public Information Specialist ,43659.2,1
2010,Planning and Design Services,Secretary - A/U U315          ,31599.75,2
2011,Planning and Design Services,"Architect, Registered         ",53830.4,1
2011,Planning and Design Services,Architectural Projects Coord  ,59134.4,1
2011,Planning and Design Services,Assistant Director            ,74279.4,1
2011,Planning and Design Services,Associate Planner U315        ,41615.6,4
2011,Planning and Design Services,Board Member                  ,2888.888889,18
2011,Planning and Design Services,Director                      ,76900.2,1
2011,Planning and Design Services,Executive Assistant           ,53352,1
2011,Planning and Design Services,Historic Preservation Officer ,64916.8,1
2011,Planning and Design Services,Historic Preservation Spec    ,40955.2,2
2011,Planning and Design Services,Landscape Architect           ,44096,1
2011,Planning and Design Services,Management Assistant U315     ,32628.26667,6
2011,Planning and Design Services,Planner I                     ,35484.8,2
2011,Planning and Design Services,Planner II                    ,41790.17143,7
2011,Planning and Design Services,Planning & Design Coord       ,57366.4,2
2011,Planning and Design Services,Planning & Design Supvsr      ,53986.4,4
2011,Planning and Design Services,Planning and Design Manager   ,65540.8,1
2011,Planning and Design Services,Planning Technician U315      ,31356,4
2011,Planning and Design Services,Public Information Specialist ,43659.2,1
2012,Planning and Design Services,Architectural Projects Coord  ,60320,1
2012,Planning and Design Services,Assistant Director            ,69206.8,1
2012,Planning and Design Services,Associate Planner U315        ,43146.13333,3
2012,Planning and Design Services,Board Member                  ,2946.666667,15
2012,Planning and Design Services,Director                      ,78439.4,1
2012,Planning and Design Services,Executive Assistant           ,54412.8,1
2012,Planning and Design Services,Historic Preservation Officer ,55151.2,2
2012,Planning and Design Services,Historic Preservation Spec    ,38064,1
2012,Planning and Design Services,Landscape Architect           ,44969.6,1
2012,Planning and Design Services,Management Assistant U315     ,32746.13333,6
2012,Planning and Design Services,Plan Review Manager           ,66851.2,1
2012,Planning and Design Services,Planner I                     ,37138.4,2
2012,Planning and Design Services,Planner II                    ,44191.68,5
2012,Planning and Design Services,Planning & Design Coord       ,53934.4,2
2012,Planning and Design Services,Planning & Design Supvsr      ,53419.6,4
2012,Planning and Design Services,Planning Technician U315      ,31756.4,4
2012,Planning and Design Services,Public Information Specialist ,44532.8,1
2013,Planning and Design Services,Architectural Projects Coord  ,61526.4,1
2013,Planning and Design Services,Assistant Director            ,79001,1
2013,Planning and Design Services,Associate Planner U315        ,43700.8,3
2013,Planning and Design Services,Board Member                  ,2785.714286,14
2013,Planning and Design Services,Director                      ,81859.7,2
2013,Planning and Design Services,Executive Assistant           ,55494.4,1
2013,Planning and Design Services,Historic Preservation Officer ,49483.2,1
2013,Planning and Design Services,Historic Preservation Spec    ,38833.6,1
2013,Planning and Design Services,Landscape Architect           ,45864,1
2013,Planning and Design Services,Management Assistant U315     ,33966.4,5
2013,Planning and Design Services,Planner I                     ,36462.4,3
2013,Planning and Design Services,Planner II                    ,44286.66667,6
2013,Planning and Design Services,Planning & Design Coord       ,47840,1
2013,Planning and Design Services,Planning & Design Supvsr      ,54485.6,4
2013,Planning and Design Services,Planning Technician U315      ,31283.2,3
2013,Planning and Design Services,Public Information Specialist ,40362.4,2
2014,Planning and Design Services,Architectural Projects Coord  ,62753.6,1
2014,Planning and Design Services,Executive Assistant           ,55494.4,1
2014,Planning and Design Services,Planner I                     ,36192,1
2008,Public Health & Wellness,Administrative Asst           ,28017.6,2
2008,Public Health & Wellness,Administrative Coordinator    ,35354.8,4
2008,Public Health & Wellness,Adv Reg Nurse Practitionr U310,56680,1
2008,Public Health & Wellness,Assistant Director            ,77555.92,5
2008,Public Health & Wellness,Business Accountant I         ,36309.86667,3
2008,Public Health & Wellness,Business Manager I            ,47673.6,1
2008,Public Health & Wellness,Business Manager II           ,66716,2
2008,Public Health & Wellness,Business Specialist           ,30305.6,2
2008,Public Health & Wellness,Business Technician           ,25563.2,1
2008,Public Health & Wellness,Clerical Supvsr               ,39707.2,1
2008,Public Health & Wellness,Clerk Typist II U317          ,31774.08,5
2008,Public Health & Wellness,Comm Hlth Nurse Speclst - BX  ,12040.08,5
2008,Public Health & Wellness,Comm Hlth Services Clerk - BX ,7165.6,1
2008,Public Health & Wellness,Comm Hlth Soc Svc Asst I U317 ,29536,2
2008,Public Health & Wellness,Comm Hlth Soc Svc Asst II U317,31621.43636,11
2008,Public Health & Wellness,Comm Hlth Svcs Clk Mobile U317,24367.2,2
2008,Public Health & Wellness,Community Health Admin        ,55380,6
2008,Public Health & Wellness,Community Health Manager      ,49949.12,5
2008,Public Health & Wellness,Community Health Nurse Supvsr ,46143.64444,9
2008,Public Health & Wellness,Community Health Specialist   ,41582.17143,7
2008,Public Health & Wellness,Community Health Supvsr       ,46181.2,8
2008,Public Health & Wellness,Community Health Svcs Clk U317,30416.8027,37
2008,Public Health & Wellness,Community Hlth Med Asst U317  ,31598.96316,19
2008,Public Health & Wellness,Community Hlth Nurse Spec U310,47013.5445,40
2008,Public Health & Wellness,Community Hlth Soc Wrkr U317  ,47434.4,4
2008,Public Health & Wellness,Community Outreach Coord      ,34798.4,1
2008,Public Health & Wellness,Data Systems Analyst U317     ,44158.4,1
2008,Public Health & Wellness,Dentist                       ,20345,2
2008,Public Health & Wellness,Environmental Engineer Coord  ,61443.2,1
2008,Public Health & Wellness,Environmental Health Mngr     ,48287.2,2
2008,Public Health & Wellness,Environmental Health Spec U317,42832.13235,34
2008,Public Health & Wellness,Environmental Health Supvsr   ,46160.4,4
2008,Public Health & Wellness,Epidemiologist                ,45918.6,8
2008,Public Health & Wellness,Executive Assistant           ,46779.2,1
2008,Public Health & Wellness,Exp Function Dental Asst U317 ,30328.13333,3
2008,Public Health & Wellness,Grants Contract Coordinator   ,56763.2,1
2008,Public Health & Wellness,Health Education Spec II U317 ,44044.94545,11
2008,Public Health & Wellness,Info Systems Specialist       ,42931.2,1
2008,Public Health & Wellness,Info Systems Supvsr           ,52436.8,1
2008,Public Health & Wellness,Inventory Control Spec U317   ,44740.8,1
2008,Public Health & Wellness,Laboratory Assistant U317     ,22672,1
2008,Public Health & Wellness,Laboratory Tech - Temp Wrk    ,14625,1
2008,Public Health & Wellness,Laboratory Tech & General Supv,54017.6,1
